name,link,error
Wagner College,https://wagner.edu/performing-arts/,HTTP Error 403: Forbidden
Colorado State University Pueblo,https://www.gothunderwolves.com/athletics/tickets/index,HTTP Error 404: Not Found
Rasmussen University-Wisconsin,https://www.rasmussen.edu/#,HTTP Error 403: Forbidden
Central Methodist University-College of Liberal Arts and Sciences,https://www.centralmethodist.edu/../../../admissions/applications.html,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/academics/resources-support/transcripts/,HTTP Error 403: Forbidden
National University,https://www.nu.edu/degrees/it-security/programs/doctor-of-philosophy-degree-in-technology-management-phd-tm/,HTTP Error 403: Forbidden
Dillard University,https://www.dillard.edu/du-experience/careers-internships/,HTTP Error 403: Forbidden
Asbury University,https://www.asbury.edu/wp-content/uploads/2023/07/AELmajor-2022.pdf,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte
Nicholls State University,https://www.nicholls.edu/catalog-2022-2023/college-of-liberal-arts/department_of_music/,HTTP Error 403: Forbidden
Rasmussen University-Wisconsin,https://www.rasmussen.edu/degrees/nursing/professional-nursing/,HTTP Error 403: Forbidden
National University,https://www.nu.edu/degrees/it-security/programs/doctor-of-philosophy-in-cybersecurity-phd-cy/,HTTP Error 403: Forbidden
Wagner College,https://wagner.edu/performing-arts/theatre-season/,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/life-faith/,HTTP Error 403: Forbidden
Castleton University,https://www.castleton.edu/academics/undergraduate-programs/biology/nicole-amagliani/,HTTP Error 403: Forbidden
Palm Beach State College,https://studentcoursesearch.palmbeachstate.edu/javascript:void(0);,HTTP Error 400: Bad Request
Rasmussen University-Wisconsin,https://www.rasmussen.edu/degrees/nursing/bachelor-science-nursing-bsn/,HTTP Error 403: Forbidden
National University,https://www.nu.edu/program-finder/?filter%5Barea-of-study%5D=engineering_and_technology&filter%5Bdegree-type%5D=doctoral,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/javascript:;,HTTP Error 403: Forbidden
Spelman College,https://www.spelman.edu/../academic-calendar.html,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/catalog-2022-2023/college-of-liberal-arts/social-sciences/,HTTP Error 403: Forbidden
Miami University-Middletown,https://www.forloveandhonor.org/CSE,HTTP Error 403: Forbidden
Lone Star College System,https://www.lonestar.edu/#section3,'utf-8' codec can't decode byte 0x97 in position 70147: invalid start byte
National University,https://www.nu.edu/area-of-interest/technology-engineering-degrees/,HTTP Error 403: Forbidden
Wagner College,https://wagner.edu/campus-life/resources/sexual-misconduct/,HTTP Error 403: Forbidden
Roxbury Community College,https://www.rcc.mass.edu/pdf/09.23Program_Plan_of_Study_Sileshi.pdf,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte
Bob Jones University,https://www.bju.edu/life-faith/faith-worship/,HTTP Error 403: Forbidden
Rasmussen University-Wisconsin,https://www.rasmussen.edu/#,HTTP Error 403: Forbidden
Spelman College,https://www.spelman.edu/../../alumnae/index.html,HTTP Error 403: Forbidden
Asbury University,https://www.asbury.edu/wp-content/uploads/2023/07/ANCmajor-2022.pdf,'utf-8' codec can't decode byte 0xe2 in position 10: invalid continuation byte
Ventura College,https://www.venturacollege.edu/mailto:ssha@vcccd.edu,HTTP Error 404: Not Found
National University,https://www.nu.edu/degrees/arts-and-humanities/programs/associate-of-arts/,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/catalog-2022-2023/college-of-liberal-arts/social-sciences/government/,HTTP Error 403: Forbidden
Miami University-Middletown,https://programs.miamioh.edu/,HTTP Error 403: Forbidden
Castleton University,https://www.castleton.edu/academics/graduate-programs/masters-of-science-in-athletic-leadership/patrick-shaughnessy/,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/life-faith/get-involved/,HTTP Error 403: Forbidden
Rasmussen University-Wisconsin,https://www.rasmussen.edu/degrees/nursing/bachelor-science-nursing-bsn/,HTTP Error 403: Forbidden
Palm Beach State College,https://studentcoursesearch.palmbeachstate.edu/javascript:void(0);,HTTP Error 400: Bad Request
Wagner College,https://wagner.edu/#,HTTP Error 403: Forbidden
Spelman College,https://www.spelmanlane.org,HTTP Error 403: Forbidden
Spelman College,https://www.spelman.edu/../../spelman-messenger/Spelman Messenger.html,URL can't contain control characters. '/../../spelman-messenger/Spelman Messenger.html' (found at least ' ')
National University,https://www.nu.edu/degrees/arts-and-humanities/programs/bachelor-arts-english/,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/life-faith/housing-dining/,HTTP Error 403: Forbidden
Rasmussen University-Wisconsin,https://www.rasmussen.edu/degrees/nursing/rn-bsn/,HTTP Error 403: Forbidden
Crown College,https://www.crown.edu/,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/catalog-2022-2023/college-of-liberal-arts/social-sciences/criminal-justice-program/,HTTP Error 403: Forbidden
Spelman College,https://spelcentral.etrieve.cloud/?isAnonymous=true#form/245,HTTP Error 403: Forbidden
San Jose State University,https://hammertheatre.com/,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/life-faith/support/,HTTP Error 403: Forbidden
Dillard University,https://www.dillard.edu/du-experience/dining/,HTTP Error 403: Forbidden
National University,https://www.nu.edu/degrees/arts-and-humanities/programs/bachelor-arts-digital-media-design/,HTTP Error 403: Forbidden
Rasmussen University-Wisconsin,https://www.rasmussen.edu/#,HTTP Error 403: Forbidden
Wagner College,https://wagner.edu/financial-aid/apply/veterans/,HTTP Error 403: Forbidden
Crown College,https://www.crown.edu/online-grad,HTTP Error 403: Forbidden
Asbury University,https://www.asbury.edu/wp-content/uploads/2023/07/ARDmajor-2022.pdf,'utf-8' codec can't decode byte 0xe2 in position 10: invalid continuation byte
Dillard University,https://www.dillard.edu/admissions-aid/new-student-orientation/,HTTP Error 403: Forbidden
Palm Beach State College,https://studentcoursesearch.palmbeachstate.edu/javascript:void(0);,HTTP Error 400: Bad Request
National University,https://www.nu.edu/degrees/arts-and-humanities/programs/bachelor-arts-general-studies/,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/life-faith/greenville/,HTTP Error 403: Forbidden
Miami University-Middletown,https://miamioh.edu/mailto:cechelp@MiamiOH.edu,HTTP Error 404: Not Found
Spelman College,https://www.spelman.edu/../../alumnae/index.html,HTTP Error 403: Forbidden
Rasmussen University-Wisconsin,https://www.rasmussen.edu/degrees/nursing/rn-bsn/,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/catalog-2022-2023/college-of-liberal-arts/social-sciences/sociology/,HTTP Error 403: Forbidden
Castleton University,https://www.castleton.edu/academics/undergraduate-programs/mathematics/chidinma-ezugwu/,HTTP Error 403: Forbidden
Dillard University,https://www.dillard.edu/du-experience/housing-and-residential-life/,HTTP Error 403: Forbidden
Crown College,https://www.crown.edu/extensions,HTTP Error 403: Forbidden
Wagner College,https://wagner.edu/art/,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/about/,HTTP Error 403: Forbidden
National University,https://www.nu.edu/degrees/social-sciences/programs/bachelor-arts-sociology/,HTTP Error 403: Forbidden
Haskell Indian Nations University,https://www.haskellathletics.com/,HTTP Error 404: Not Found
Ventura College,https://www.venturacollege.edu/tel:805-289-6468,HTTP Error 404: Not Found
Rasmussen University-Wisconsin,https://www.rasmussen.edu/degrees/nursing/master-science-nursing/,HTTP Error 403: Forbidden
Crown College,https://www.crown.edu/alumni,HTTP Error 403: Forbidden
Dillard University,https://www.dillard.edu/du-experience/living-in-new-orleans/,HTTP Error 403: Forbidden
University of Central Oklahoma,https://www.uco.edu/alumni.php,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/catalog-2022-2023/college_of_nursing/,HTTP Error 403: Forbidden
Cleveland Community College,https://clevelandcc.edu/#main-content,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/javascript:;,HTTP Error 403: Forbidden
Wagner College,https://wagner.edu/#,HTTP Error 403: Forbidden
Palm Beach State College,https://studentcoursesearch.palmbeachstate.edu/javascript:void(0);,HTTP Error 400: Bad Request
National University,https://www.nu.edu/program-finder/?filter%5Barea-of-study%5D=arts_and_humanities&filter%5Bdegree-type%5D=bachelors,HTTP Error 403: Forbidden
Rasmussen University-Wisconsin,https://www.rasmussen.edu/#,HTTP Error 403: Forbidden
Spelman College,https://www.spelman.edu/../../alumnae/index.html,HTTP Error 403: Forbidden
Crown College,https://www.crown.edu/,HTTP Error 403: Forbidden
Asbury University,https://www.asbury.edu/wp-content/uploads/2023/07/ARTEmajor-2022.pdf,'utf-8' codec can't decode byte 0xe2 in position 10: invalid continuation byte
Dillard University,https://www.dillard.edu/du-experience/performing-arts/,HTTP Error 403: Forbidden
Cambridge College,https://www.lib.cam.ac.uk/libraries/,HTTP Error 404: Not Found
Cleveland Community College,https://clevelandcc.edu,HTTP Error 403: Forbidden
University of Arkansas-Fort Smith,https://uafortsmithlions.com/,HTTP Error 404: Not Found
San Jose State University,https://info.sjsu.edu/web-dbgen/catalog/degrees/all-degrees.html,HTTP Error 404: Not Found
Rasmussen University-Wisconsin,https://www.rasmussen.edu/degrees/nursing/master-science-nursing/,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/about/fast-facts.php,HTTP Error 403: Forbidden
National University,https://www.nu.edu/degrees/arts-and-humanities/programs/master-arts-english/,HTTP Error 403: Forbidden
Castleton University,https://www.castleton.edu/academics/undergraduate-programs/health-science/grandon-smith/,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/catalog-2022-2023/college_of_nursing/nursing/,HTTP Error 403: Forbidden
Northern Wyoming Community College District,https://www.sheridan.edu/business-community/conference-camps/,HTTP Error 404: Not Found
Dillard University,https://www.dillard.edu/du-experience/recreation-health-and-wellness/,HTTP Error 403: Forbidden
Crown College,https://www.crown.edu/academics/,HTTP Error 403: Forbidden
Ventura College,https://www.venturacollege.edu/mailto:vclr@vcccd.edu,HTTP Error 404: Not Found
Wagner College,https://wagner.edu/alumni-friends/giving/wagner-fund/,HTTP Error 403: Forbidden
Cleveland Community College,https://clevelandcc.edu/academics/,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/about/campus-map/,HTTP Error 403: Forbidden
University of Central Oklahoma,https://www.uco.edu/site-index/index.php,HTTP Error 403: Forbidden
National University,https://www.nu.edu/degrees/arts-and-humanities/programs/master-strategic-communications/,HTTP Error 403: Forbidden
Palm Beach State College,https://studentcoursesearch.palmbeachstate.edu/javascript:void(0);,HTTP Error 400: Bad Request
Rasmussen University-Wisconsin,https://www.rasmussen.edu/degrees/nursing/master-science-nursing/msn-specialties/,HTTP Error 403: Forbidden
Walden University,https://academics.waldenu.edu/javascript:void(0),HTTP Error 404: Not Found
Spelman College,https://www.spelman.edu/../../alumnae/index.html,HTTP Error 403: Forbidden
National University,https://www.nu.edu/degrees/arts-and-humanities/programs/foreign-credential-bridge-program/,HTTP Error 403: Forbidden
Dillard University,https://www.dillard.edu/du-experience/religious-life/,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/about/creed-mission.php,HTTP Error 403: Forbidden
Crown College,https://www.crown.edu/extensions/early-college/,HTTP Error 403: Forbidden
Cleveland Community College,https://clevelandcc.edu/program-finder/?_goals=degree-and-college-transfer,HTTP Error 403: Forbidden
Haskell Indian Nations University,https://haskell.edu/wp-content/uploads/2024/07/Fa-24-Course-Listing-V18.0-07-03-2024.pdf,'utf-8' codec can't decode byte 0xe2 in position 10: invalid continuation byte
Wagner College,https://wagner.edu/wagnermagazine/,HTTP Error 403: Forbidden
Rasmussen University-Wisconsin,https://www.rasmussen.edu/degrees/nursing/master-science-nursing/nurse-practitioner/,HTTP Error 403: Forbidden
Central Arizona College,https://centralaz.edu/college-catalog-2/#top,'utf-8' codec can't decode bytes in position 6-7: invalid continuation byte
National University,https://www.nu.edu/area-of-interest/humanities-arts-degrees/,HTTP Error 403: Forbidden
Dillard University,https://www.dillard.edu/du-experience/student-organizations/,HTTP Error 403: Forbidden
University of the Pacific,https://www.pacific.edu/tel:209.946.2655,HTTP Error 404: Not Found
Crown College,https://www.crown.edu/cost-aid/,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/catalog-2022-2023/college_of_sciences_and_technology/,HTTP Error 403: Forbidden
Asbury University,https://www.asbury.edu/wp-content/uploads/2023/07/ARTTmajor-2022.pdf,'utf-8' codec can't decode byte 0xe2 in position 10: invalid continuation byte
University of Central Oklahoma,https://www.uco.edu/offices/policy/files/uco-class-notification.pdf,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/about/university-leadership/,HTTP Error 403: Forbidden
Castleton University,https://www.castleton.edu/academics/undergraduate-programs/health-science/jessica-babcock/,HTTP Error 403: Forbidden
Cleveland Community College,https://clevelandcc.edu/continuing-education/,HTTP Error 403: Forbidden
Ventura College,https://www.venturacollege.edu/tel:%28805%29289-6468,HTTP Error 404: Not Found
Rasmussen University-Wisconsin,https://www.rasmussen.edu/degrees/nursing/post-graduate-nursing-certificates/,HTTP Error 403: Forbidden
Spelman College,https://www.spelman.edu/../../student-life/index.html,HTTP Error 403: Forbidden
Blackfeet Community College,https://bfcc.edu/wp-content/uploads/2023/12/UPDated-EXT-2.3.22-1-1-4.xlsx,'utf-8' codec can't decode byte 0xec in position 15: invalid continuation byte
Dillard University,https://www.dillard.edu/du-experience/student-support/,HTTP Error 403: Forbidden
Palm Beach State College,https://studentcoursesearch.palmbeachstate.edu/javascript:void(0);,HTTP Error 400: Bad Request
National University,https://www.nu.edu/degrees/professional-studies/programs/graduatec-ertificate-in-forensic-and-crime-scene-investigation/,HTTP Error 403: Forbidden
Duquesne University,https://goduquesne.com/,HTTP Error 404: Not Found
Crown College,https://www.crown.edu/admissions/,HTTP Error 403: Forbidden
San Jose State University,https://www.sjsu.edu/provost/academic_affairs/resources/academic_calendars/,HTTP Error 404: Not Found
Nicholls State University,https://www.nicholls.edu/catalog-2022-2023/college_of_sciences_and_technology/allied_health_sciences/,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/about/history.php,HTTP Error 403: Forbidden
Cleveland Community College,https://clevelandcc.edu/finish-high-school/,HTTP Error 403: Forbidden
Rasmussen University-Wisconsin,https://www.rasmussen.edu/#,HTTP Error 403: Forbidden
Dillard University,https://www.dillard.edu/events/,HTTP Error 403: Forbidden
Ventura College,https://www.venturacollege.edu/mailto:vclr@vcccd.edu,HTTP Error 404: Not Found
National University,https://www.nu.edu/program-finder/?filter%5Barea-of-study%5D=criminal_justice_and_public_service&filter%5Bdegree-type%5D=certificate,HTTP Error 403: Forbidden
Cleveland Community College,https://clevelandcc.edu/dual-enrollment/,HTTP Error 403: Forbidden
San Jose State University,https://info.sjsu.edu/home/schedules.html,HTTP Error 404: Not Found
Crown College,https://www.crown.edu/crown-culture/,HTTP Error 403: Forbidden
Rasmussen University-Wisconsin,https://www.rasmussen.edu/degrees/nursing/post-graduate-nursing-certificates/,HTTP Error 403: Forbidden
University of Central Oklahoma,https://www.uco.edu/offices/policy/index.php,HTTP Error 403: Forbidden
Rock Valley College,https://rvcsports.com/,HTTP Error 404: Not Found
Wright State University-Lake Campus,https://www.wsuraiders.com/,HTTP Error 404: Not Found
Haskell Indian Nations University,https://haskell.edu/wp-content/uploads/2024/05/Su-24-Course-Listing-V12.0-05-22-2024.pdf,'utf-8' codec can't decode byte 0xe2 in position 10: invalid continuation byte
National University,https://www.nu.edu/degrees/professional-studies/programs/bachelor-public-administration/,HTTP Error 403: Forbidden
Dillard University,https://www.dillard.edu/about,HTTP Error 403: Forbidden
Hopkinsville Community College,https://workreadykentucky.com/#request-information,HTTP Error 406: Not Acceptable
Palm Beach State College,https://studentcoursesearch.palmbeachstate.edu/javascript:void(0);,HTTP Error 400: Bad Request
Cleveland Community College,https://clevelandcc.edu/course-catalog/,HTTP Error 403: Forbidden
Central Arizona College,https://centralaz.edu/student-success-coach/,'utf-8' codec can't decode byte 0xb5 in position 2: invalid start byte
Nicholls State University,https://www.nicholls.edu/catalog-2022-2023/college_of_sciences_and_technology/allied_health_sciences/dietetics-program/,HTTP Error 403: Forbidden
Asbury University,https://www.asbury.edu/wp-content/uploads/2023/07/BTHmajor-2022.pdf,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte
Ventura College,https://www.venturacollege.edu/tel:%28805%29289-6468,HTTP Error 404: Not Found
Spelman College,https://www.spelman.edu/../../student-life/housing-and-residence-life/index.html,HTTP Error 403: Forbidden
Rasmussen University-Wisconsin,https://www.rasmussen.edu/degrees/nursing/post-graduate-nursing-certificates/specializations/,HTTP Error 403: Forbidden
Crown College,https://athletics.crown.edu,HTTP Error 403: Forbidden
National University,https://www.nu.edu/degrees/professional-studies/programs/bachelor-science-criminal-justice-administration/,HTTP Error 403: Forbidden
Dillard University,https://www.dillard.edu/about/administration/,HTTP Error 403: Forbidden
Cleveland Community College,https://clevelandcc.edu/program-finder/,HTTP Error 403: Forbidden
Wagner College,https://www.wcbg-radio.com/,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:997)
Santa Fe College,https://www.sfcollege.edu/tel:352-395-5000,HTTP Error 404: Not Found
Spelman College,https://www.spelman.edu/../../student-life/housing-and-residence-life/college-sponsored-housing/college-sponsored-housing.html,HTTP Error 403: Forbidden
University of Central Oklahoma,https://www.uco.edu/contact-us.php,HTTP Error 403: Forbidden
Crown College,https://www.crown.edu/news-events/,HTTP Error 403: Forbidden
Hopkinsville Community College,https://workreadykentucky.com,HTTP Error 406: Not Acceptable
Central Arizona College,https://centralaz.edu/cac-advising/,'utf-8' codec can't decode byte 0xa1 in position 1: invalid start byte
Rasmussen University-Wisconsin,https://www.rasmussen.edu/degrees/nursing/post-graduate-nursing-certificates/nurse-practitioner-specializations/,HTTP Error 403: Forbidden
Bob Jones University,https://bju.careers,[Errno 104] Connection reset by peer
Nicholls State University,https://www.nicholls.edu/catalog-2022-2023/college_of_sciences_and_technology/allied_health_sciences/health-sciences-program/,HTTP Error 403: Forbidden
National University,https://www.nu.edu/degrees/professional-studies/programs/bachelor-science-domestic-security-management/,HTTP Error 403: Forbidden
Ventura College,https://www.venturacollege.edu/mailto:vclr@vcccd.edu,HTTP Error 404: Not Found
Dillard University,https://www.dillard.edu/about/administration/academic-affairs/,HTTP Error 403: Forbidden
Cleveland Community College,https://clevelandcc.edu/esl/,HTTP Error 403: Forbidden
Crown College,https://www.crown.edu/about/,HTTP Error 403: Forbidden
Spelman College,https://www.spelman.edu/../../student-life/wellness-center/index.html,HTTP Error 403: Forbidden
Wagner College,https://wagner.edu/cace/academic-support/writing-center/,HTTP Error 403: Forbidden
Castleton University,https://www.castleton.edu/academics/undergraduate-programs/sport-management/alyssa-leonard/,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/events/,HTTP Error 403: Forbidden
Rasmussen University-Wisconsin,https://www.rasmussen.edu/degrees/nursing/doctor-nursing-practice/,HTTP Error 403: Forbidden
Palm Beach State College,https://studentcoursesearch.palmbeachstate.edu/javascript:void(0);,HTTP Error 400: Bad Request
National University,https://www.nu.edu/degrees/professional-studies/programs/minor-business-law/,HTTP Error 403: Forbidden
Crown College,https://www.crown.edu/apply-now/,HTTP Error 403: Forbidden
University of Central Oklahoma,https://jobs.uco.edu/,HTTP Error 403: Forbidden
Haskell Indian Nations University,https://haskell.edu/wp-content/uploads/2024/01/Sp-24-Course-Listing-w-prereqs-V10-01-04-2024.pdf,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte
Cleveland Community College,https://clevelandcc.edu/continuing-education/apprenticeships/,HTTP Error 403: Forbidden
Santa Fe College,https://www.sfcollege.edu/mailto:registrar@sfcollege.edu,HTTP Error 404: Not Found
Nicholls State University,https://www.nicholls.edu/catalog-2022-2023/college_of_sciences_and_technology/applied_sciences/,HTTP Error 403: Forbidden
Dillard University,https://www.dillard.edu/about/administration/business-finance/,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/javascript:;,HTTP Error 403: Forbidden
Rasmussen University-Wisconsin,https://www.rasmussen.edu/#,HTTP Error 403: Forbidden
Asbury University,https://www.asbury.edu/wp-content/uploads/2023/07/BIOmajor-2022.pdf,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte
National University,https://www.nu.edu/program-finder/?filter%5Barea-of-study%5D=criminal_justice_and_public_service&filter%5Bdegree-type%5D=bachelors,HTTP Error 403: Forbidden
Cleveland Community College,https://clevelandcc.edu/health-sciences/,HTTP Error 403: Forbidden
Wagner College,https://wagner.edu/#links,HTTP Error 403: Forbidden
Ventura College,https://www.facebook.com/sharer/sharer.php?u=https://www.venturacollege.edu/departments/academic/computer-science&t=Computer Science,URL can't contain control characters. '/sharer/sharer.php?u=https://www.venturacollege.edu/departments/academic/computer-science&t=Computer Science' (found at least ' ')
Cleveland Community College,https://clevelandcc.edu/continuing-education/work-based-learning/,HTTP Error 403: Forbidden
Spelman College,https://www.spelman.edu/../../student-life/public-safety/index.html,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/events/calendar/,HTTP Error 403: Forbidden
National University,https://www.nu.edu/degrees/professional-studies/programs/master-public-administration/,HTTP Error 403: Forbidden
Dillard University,https://www.dillard.edu/about/administration/dillard-university-police-department/,HTTP Error 403: Forbidden
University of Central Oklahoma,https://www.uco.edu/closing-info/index.php,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/catalog-2022-2023/college_of_sciences_and_technology/applied_sciences/geomatics/,HTTP Error 403: Forbidden
Rasmussen University-Wisconsin,https://www.rasmussen.edu/degrees/nursing/doctor-nursing-practice/,HTTP Error 403: Forbidden
Palm Beach State College,https://studentcoursesearch.palmbeachstate.edu/javascript:void(0);,HTTP Error 400: Bad Request
Crown College,https://catalog.crown.edu/javascript:void(0);,HTTP Error 403: Forbidden
Cleveland Community College,https://clevelandcc.edu/betc/,HTTP Error 403: Forbidden
Lone Star College System,https://www.lonestar.edu/#section1,'utf-8' codec can't decode byte 0x97 in position 70147: invalid start byte
Bob Jones University,https://www.bju.edu/events/chapel/,HTTP Error 403: Forbidden
Castleton University,https://www.castleton.edu/academics/undergraduate-programs/physical-education/phil-hall/,HTTP Error 403: Forbidden
Haskell Indian Nations University,https://haskell.edu/wp-content/uploads/2023/08/Fall-2023-Course-Listing-V8-08-17-2023.pdf,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte
Wagner College,https://wagner.edu/#,HTTP Error 403: Forbidden
Dillard University,https://www.dillard.edu/about/administration/emergency-preparedness/,HTTP Error 403: Forbidden
Northern Michigan University,https://www.linkedin.com/school/northern-michigan-university/,HTTP Error 999: Request denied
Rasmussen University-Wisconsin,https://www.rasmussen.edu/nursing-session-form/,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/events/fine-arts/,HTTP Error 403: Forbidden
Cleveland Community College,https://clevelandcc.edu/admissions/,HTTP Error 403: Forbidden
National University,https://www.nu.edu/degrees/professional-studies/programs/master-of-criminal-justice/,HTTP Error 403: Forbidden
Spelman College,https://www.spelman.edu/../../giving/index.html,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/catalog-2022-2023/college_of_sciences_and_technology/biological_sciences/non-degree_pre-proffesional_programs/,HTTP Error 403: Forbidden
Dillard University,https://www.dillard.edu/about/administration/human-resources/,HTTP Error 403: Forbidden
San Diego Mesa College,https://outlook.office.com/,HTTP Error 417: 
Bob Jones University,https://www.bju.edu/events/commencement/,HTTP Error 403: Forbidden
Ventura College,https://www.linkedin.com/shareArticle?mini=true&url=https://www.venturacollege.edu/departments/academic/computer-science&title=Computer Science,URL can't contain control characters. '/shareArticle?mini=true&url=https://www.venturacollege.edu/departments/academic/computer-science&title=Computer Science' (found at least ' ')
National University,https://www.nu.edu/degrees/professional-studies/programs/master-forensic-sciences/,HTTP Error 403: Forbidden
Wagner College,https://wagner.edu/about/offices/,HTTP Error 403: Forbidden
Palm Beach State College,https://studentcoursesearch.palmbeachstate.edu/javascript:toggleCriteria();,HTTP Error 400: Bad Request
Dillard University,https://www.dillard.edu/about/administration/information-technology-telecommunications/,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/events/youth/,HTTP Error 403: Forbidden
Rasmussen University-Wisconsin,https://www.rasmussen.edu/degrees/nursing/faculty/,HTTP Error 403: Forbidden
Haskell Indian Nations University,https://haskell.edu/wp-content/uploads/2023/04/Summer-2023-Course-Listing-V2-04-04-2023.doc.pdf,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte
Nicholls State University,https://www.nicholls.edu/catalog-2022-2023/college_of_sciences_and_technology/biological_sciences/,HTTP Error 403: Forbidden
Asbury University,https://www.asbury.edu/wp-content/uploads/2023/07/BIONmajor-2022.pdf,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte
National University,https://www.nu.edu/degrees/professional-studies/programs/master-of-science-in-homeland-security-emergency-management/,HTTP Error 403: Forbidden
Spelman College,https://securelb.imodules.com/s/1025/bp22/interior-ns.aspx?sid=1025&gid=1&pgid=1068&cid=2768&appealcode=AGWeb20,HTTP Error 403: Forbidden
Blackfeet Community College,https://bfcc.edu/wp-content/uploads/2024/05/2024-2026-BFCC-Academic-Calendar.pdf,'utf-8' codec can't decode byte 0xc4 in position 10: invalid continuation byte
Dillard University,https://www.dillard.edu/about/administration/communications-marketing/,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/events/near-you/,HTTP Error 403: Forbidden
SUNY Maritime College,https://www.sunymaritime.edu/sites/default/files/2023-10/Microsoft_Password_Reset_Instructions.pdf,'utf-8' codec can't decode byte 0xe2 in position 10: invalid continuation byte
National University,https://www.nu.edu/program-finder/?filter%5Barea-of-study%5D=criminal_justice_and_public_service&filter%5Bdegree-type%5D=masters,HTTP Error 403: Forbidden
Rasmussen University-Wisconsin,https://www.rasmussen.edu/#,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/live/,HTTP Error 403: Forbidden
Dillard University,https://www.dillard.edu/about/administration/development/,HTTP Error 403: Forbidden
Castleton University,https://www.castleton.edu/academics/undergraduate-programs/pre-med-program/crystal-golding/,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/catalog-2022-2023/college_of_sciences_and_technology/biological_sciences/biology/,HTTP Error 403: Forbidden
National University,https://www.nu.edu/degrees/professional-studies/programs/doctor-of-public-administration/,HTTP Error 403: Forbidden
Cleveland Community College,https://clevelandcc.edu/academic-calendar/,HTTP Error 403: Forbidden
Rasmussen University-Wisconsin,https://www.rasmussen.edu/degrees/nursing/faculty/,HTTP Error 403: Forbidden
Palm Beach State College,https://studentcoursesearch.palmbeachstate.edu/javascript:void(0);,HTTP Error 400: Bad Request
Bob Jones University,https://www.bju.edu/javascript:;,HTTP Error 403: Forbidden
Dillard University,https://www.dillard.edu/about/community-and-church-relations/,HTTP Error 403: Forbidden
Spelman College,https://www.spelman.edu/../../about/administration/institutional-advancement-ia-team.html,HTTP Error 403: Forbidden
Bob Jones University,https://www.bju.edu/students/,HTTP Error 403: Forbidden
National University,https://www.nu.edu/degrees/professional-studies/programs/doctor-of-criminal-justice/,HTTP Error 403: Forbidden
Haskell Indian Nations University,https://haskell.edu/wp-content/uploads/2023/01/Sp-23-Course-Listing-instructors-01-13-2023.pdf,'utf-8' codec can't decode byte 0xe2 in position 11: invalid continuation byte
University of Arkansas-Fort Smith,https://uafortsmithlions.com,HTTP Error 404: Not Found
Rasmussen University-Wisconsin,https://www.rasmussen.edu/degrees/nursing/blog/,HTTP Error 403: Forbidden
Dillard University,https://www.dillard.edu/about/du-at-a-glance/,HTTP Error 403: Forbidden
Cleveland Community College,https://clevelandcc.edu/academic-physical-accommodations/,HTTP Error 403: Forbidden
